"CODIGO";"ID FABRICANTE";"CATEGORIA";"DETALLE";"IMAGEN";"IVA";"STOCK";"GARANTIA";"MONEDA";"PRECIO";"PRECIO FINAL";"COTIZACION DOLAR";"PRECIO PESOS SIN IVA";"PRECIO PESOS CON IVA";"ATRIBUTOS";"PRECIO USD CON UTILIDAD";"PRECIO PESOS CON UTILIDAD";"CATEGORIA_USUARIO";"UTILIDAD";"DETALLE_USUARIO";"PESO";"ALTO";"ANCHO";"LARGO";"";"IMPUESTO_INTERNO";"MARCA"
"122481";"SM-S942BZKVARO";"CELULARES Y TELEFONIA";"SAMSUNG TELEFONO CELULAR GALAXY S26 512GB NEGRO";"https://static.nb.com.ar/i/nb_SAMSUNG-TELEFONO-CELULAR-GALAXY-S26-512GB-NEGRO_export_dd1b6775916e90cff39cea1be2b8f28c.png";"21.0%";"1";"12 meses";"U$S";"1104.32";"1336.23";"1500";"1656485.91";"2004347.95";"Procesador:Deca-Core 3.8GHz, 3.26GHz, 2.76GHz
Camara trasera:50.0 MP + 10.0 MP + 12.0 MP
Camara frontal:12.0 MP
Almacenamiento:512GB
Tipo de conectividad:802.11a/b/g/n/ac/ax/be 2.4GHz+5GHz+6GHz, EHT320, MIMO, 4096-QAM
SIM:Nano-SIM (4FF), SIM Integrada
Tamaño de pantalla:159.3mm (6.3"" full rectangle)
NFC:Si
Bateria:4300mAh
Pin de carga:USB Type-C";"1336.23";"2004347.96";"";"";"SAMSUNG TELEFONO CELULAR GALAXY S26 512GB NEGRO";"310";"170";"30";"90";"";"0";"SAMSUNG"
"122482";"SM-S947BZKMARO";"CELULARES Y TELEFONIA";"SAMSUNG TELEFONO CELULAR GALAXY S26 PLUS 512GB NEGRO";"https://static.nb.com.ar/i/nb_SAMSUNG-TELEFONO-CELULAR-GALAXY-S26-PLUS-512GB-NEGRO_export_9c5277756395875b6823853b72276365.png";"21.0%";"1";"12 meses";"U$S";"1405.51";"1700.67";"1500";"2108265.86";"2551001.68";"Camara frontal:12.0 MP
Camara trasera:50.0 MP + 10.0 MP + 12.0 MP
Tamaño de pantalla:159.3mm (6.3"" full rectangle) / 155.9mm (6.1"" rounded corners)
Almacenamiento:512GB
Procesador:Deca-Core 3.8GHz, 3.26GHz, 2.76GHz
Tipo de conectividad:Infra,""2G GSM, 3G WCDMA, 4G LTE FDD, 4G LTE TDD, 5G Sub6 FDD, 5G TDD Sub6""
SIM:Nano-SIM (4FF), Embedded-SIM
Bateria:4300mAh
Pin de carga:USB Type-C
NFC:SI";"1700.67";"2551001.69";"";"";"SAMSUNG TELEFONO CELULAR GALAXY S26 PLUS 512GB NEGRO";"345";"175";"30";"95";"";"0";"SAMSUNG"
"120703";"SM-A165MZKAARO";"CELULARES Y TELEFONIA";"SAMSUNG TELEFONO CELULAR GALAXY A16 128GB 4GB BLACK";"https://static.nb.com.ar/i/nb_SAMSUNG-TELEFONO-CELULAR-GALAXY-A16-128GB-4GB-BLACK_export_6e3dc10435391fb3b290f9f3eb9c9421.png";"21.0%";"1";"12 meses";"U$S";"199.74";"241.68";"1500";"299607.42";"362524.98";"Dimensiones - Ancho:77.9 mm
Pantalla - Tecnología:Super AMOLED
Cámara - Cámara Trasera - Resolución:50.0 MP
Cámara - Cámara Trasera - Enfoque Automático:Sí
Dimensiones - Grosor:7.9 mm
Pantalla - Tamaño:6.7 pulgadas (169.1 mm)
Cámara - Cámara Trasera - Apertura:F1.8
Pantalla - Resolución:1080 x 2340 (FHD+)
Pantalla - Profundidad de color:16 millones
Dimensiones - Alto:164.4 mm
Cámara - Cámara Trasera - Zoom Digital:Hasta 10x
Cámara - Grabación de Video - Resolución:FHD (1920 x 1080)@30fps
Cámara - Grabación de Video - Cámara Lenta:120fps @HD
Batería - Capacidad:5000 mAh (típica)
Batería - Tiempo de Uso de Internet (LTE):Hasta 19 horas
Procesador - Velocidad:2.2GHz, 2GHz
Cámara - Cámara Frontal - Enfoque Automático:No
Cámara - Cámara Frontal - Apertura:F2.0
Procesador - Tipo:Octa-Core
Cámara - Cámara Frontal - Resolución:13.0 MP
Batería - Tiempo de Uso de Internet (Wi-Fi):Hasta 18 horas
Conectividad - Versión USB:USB 2.0
Conectividad - Tecnología de Localización:GPS, Glonass, Beidou, Galileo, QZSS
Conectividad - NFC:Sí
Conectividad - Interfaz USB:USB Type-C
Conectividad - Wi-Fi:802.11a/b/g/n/ac 2.4GHz+5GHz, VHT80
General - Sensores_1:Sensor de Huella Digital
Conectividad - Versión Bluetooth:Bluetooth v5.3
General - Sensores_2:Sensor Geomagnético
General - Sensores_3:Sensor de Luz
Almacenamiento/Memoria - Almacenamiento Interno:128 GB
General - Sensores_4:Sensor de Proximidad Virtual
General - Factor de Forma:Barra Táctil
Sistema Operativo - Versión de Seguridad:Válido hasta 30 de noviembre de 2030
Batería - Carga Rápida:Sí, Carga Súper Rápida (25W)
Almacenamiento/Memoria - Memoria RAM:4 GB
Almacenamiento/Memoria - Almacenamiento Disponible:108.7 GB
Batería - Tiempo de Reproducción de Video:Hasta 18 horas
General - Sensores_0:Acelerómetro";"241.68";"362524.98";"";"";"SAMSUNG TELEFONO CELULAR GALAXY A16 128GB 4GB BLACK";"1000";"162.5";"77";"200";"";"0";"SAMSUNG"
"122885";"SM-A075MZKAARO";"CELULARES Y TELEFONIA";"SAMSUNG TELEFONO CELULAR GALAXY A07 4/64GB BLACK";"https://static.nb.com.ar/i/nb_SAMSUNG-TELEFONO-CELULAR-GALAXY-A07-4/64GB-BLACK_export_1f5a0f051b0ef7ee713054db6792eb89.png";"21.0%";"10";"12 meses";"U$S";"128.78";"155.82";"1500";"193170.74";"233736.59";"Modelo:2.2GHz, 2GHz 
CPU Type:Octa-Core
Memory_:4 GB
Battery :5000 mAh
Resolution :720 x 1600
USB Interface:USB Type-C
Wi-Fi:802.11a/b/g/n/ac 2.4GHz+5GHz, VHT80
Sensors:Accelerometer, Fingerprint Sensor, Light Sensor, Proximity Sensor
Color Depth:16M
Bluetooth :v5.3
Technology :PLS LCD
Front Camera - Resolution:8.0 MP
Rear Camera - Resolution :50.0 MP + 2.0 MP
Video Recording Resolution:FHD (1920 x 1080)@30fps
Earjack:3.5mm Stereo
Display:6.7"" full rectangle";"155.82";"233736.59";"";"";"SAMSUNG TELEFONO CELULAR GALAXY A07 4/64GB BLACK";"260";"180";"30";"85";"";"0";"SAMSUNG"
"118990";"32590007401";"CELULARES Y TELEFONIA";"GENIUS CABLE DATOS Y CARGA USB A /USB-C 150CM ACC-A2CC-3A";"https://static.nb.com.ar/i/nb_GENIUS-CABLE-DATOS-Y-CARGA-USB-A-/USB-C-150CM-ACC-A2CC-3A_export_8dba8f367340438a12c23acbc0974df2.jpg";"10.5%";"10";"6 meses";"U$S";"3.39";"3.74";"1500";"5082";"5615.61";"Color principal:Negro
Connector Type:USB A to Type-C
Marca:Genius
Largo:150 mm";"3.74";"5615.61";"";"";"GENIUS CABLE DATOS Y CARGA USB A /USB-C 150CM ACC-A2CC-3A ";"1000";"162.5";"77";"200";"";"0";"GENIUS"
"118006";"GB-BRI5H-10210E-BWUS";"COMPUTADORAS";"MINI PC GIGABYTE BRIX CORE I5 10210E";"https://static.nb.com.ar/i/nb_MINI-PC-GIGABYTE-BRIX-CORE-I5-10210E_export_4202c7e08039d8e010988db2b713253d.png";"10.5%";"5";"36 meses";"U$S";"502.98";"555.79";"1500";"754466.4";"833685.37";"CPU:10th Generation Intel Core? i5 Processor i5-10210U 4.2GHz, 4 core (TDP 15W)
Storage:Supports 2.5\"" HDD/SSD, 7.0/9.5 mm thick (1 x 6 Gbps SATA 3) 1 x M.2 SSD (2280) slot support PCI-e x
Wifi Card:	 Intel Dual Band Wireless-AC 3168
Memory:2 x SO-DIMM DDR4 slot 2666MHz Max. 64GB
Graphics:Graphics 620
LAN:Gigabit LAN (Intel i219v)
IMPORTANTE :MEMORIA Y DISCO NO INCLUIDOS";"555.79";"833685.38";"";"";"MINI PC GIGABYTE BRIX CORE I5 10210E";"400";"80";"150";"150";"";"0";"GIGABYTE                                          "
"117719";"NT-DM B660W";"COMPUTADORAS";"MINI PC BAREBONE ASROCK DESKMINI B660W SIN-CPU (LGA1700)";"https://static.nb.com.ar/i/nb_MINI-PC-BAREBONE-ASROCK-DESKMINI-B660W-SIN-CPU-(LGA1700)_export_296985b410859fb4fcde92984bf8e738.jpeg";"10.5%";"2";"12 meses";"U$S";"321.07";"354.78";"1500";"481606.95";"532175.68";"Memoria:Dual DDR4-3200MHz SO-DIMMs, up to 64GB
Video Outputs:2 x DisplayPort, HDMI & D-Sub
Supports :12th Gen Intel Core Processors (LGA1700), up to 65W
Chipset:B660
Storage:2 x SATA3 1 x Blazing M.2 1 x Hyper M.2 Socket
WLAN:1 x M.2 Socket
Dimension:155 x 155 x 80 mm
Audio:Realtek ALC269 Audio Codec";"354.78";"532175.69";"";"";"MINI PC BAREBONE ASROCK DESKMINI B660W SIN-CPU (LGA1700)";"2000";"250";"180";"250";"";"0";"ASROCK"
"122521";"AS PN64-B 1S WOC 1220P NM NH";"COMPUTADORAS";"MINI PC ASUS I3-1220P BAREBONE (S/RAM - S/SSD)";"https://static.nb.com.ar/i/nb_MINI-PC-ASUS-I3-1220P-BAREBONE-(S/RAM---S/SSD)_export_f1726cd1d4343b681a235fb99364bd88.png";"10.5%";"5";"36 meses";"U$S";"318.63";"352.08";"1500";"477939";"528122.6";"Storage:Soporta 1x M.2 PCIe G4x4 MVMe
Memoria :soporta 2x SO-DIMM DDR5 4800Mhz
TPM:fTPM 2.0 or TPM 2.0 chip (Optional)
Grafica:intel UHD Graphi
Procesador:I3 1220P
Red inalámbrica :Intel WiFi 6E AX211 o MediaTek MT7922 WiFi 6E + Bluetooth 5.2 (2x2) ";"352.08";"528122.6";"";"";"MINI PC ASUS I3-1220P BAREBONE (S/RAM - S/SSD)";"1600";"175";"65";"290";"";"0";"ASUS"
"122522";"AS PN41-S1-B 1B WOC N4500 NM NH";"COMPUTADORAS";"MINI PC ASUS CELERON N4500 BAREBONE (S/RAM - S/SSD)";"https://static.nb.com.ar/i/nb_MINI-PC-ASUS-CELERON-N4500-BAREBONE-(S/RAM---S/SSD)_export_d5cd90059dbc050f785ae0cc2214319c.png";"10.5%";"5";"36 meses";"U$S";"136.79";"151.15";"1500";"205177.5";"226721.14";"Memory:Soporta 2 x SO-DIMM, DDR4-2933MHz no instaladas
Procesador:ntel® Celeron® N5100/ N4500
Wireless Network :Intel® Wi-Fi  and Bluetooth
Chipset:Integrated
Storage:No instalado 
Power Supply :19Vdc, 3.42A or 19.5Vdc, 3.33A 65W";"151.15";"226721.15";"";"";"MINI PC ASUS CELERON N4500 BAREBONE (S/RAM - S/SSD)";"1360";"175";"65";"290";"";"0";"ASUS"
"116276";"GA-Q270MSTX-CI-Y9-B";"COMPUTADORAS";"MINI PC GIGABYTE BAREBONE Q270M STX";"https://static.nb.com.ar/i/nb_MINI-PC-GIGABYTE-BAREBONE-Q270M-STX_export_88915935130985c42e8ee073ef246259.jpeg";"10.5%";"5";"36 meses";"U$S";"70.75";"78.18";"1500";"106131.3";"117275.09";"Marca:GIGABYTE 
modelo:GA-Q270MSTX-CI-Y9-B
Linea:BAREBONE ";"78.18";"117275.09";"";"";"MINI PC GIGABYTE BAREBONE Q270M STX";"650";"160";"70";"160";"";"0";"GIGABYTE                                          "
"119005";"31240004400";"CONECTIVIDAD";"GENIUS UH-545 HUB USB-C RJ-45 ETHERNET GIGABIT";"https://static.nb.com.ar/i/nb_GENIUS-UH-545-HUB-USB-C-RJ-45-ETHERNET-GIGABIT_export_0d4b902c836156ed79e9ecfa48a70143.jpeg";"10.5%";"10";"12 meses";"U$S";"16.44";"18.17";"1500";"24660";"27249.3";"Tipo de cable de datos:USB C
Conector de salida:HDMI RJ45 USB 3.0 USB C
Ports:3× USB 3.0, 1× RJ-45, 1× USB-C
Versión del puerto USB:USB 3.0
Condición del ítem:Nuevo";"18.17";"27249.3";"";"";"GENIUS UH-545 HUB USB-C RJ-45 ETHERNET GIGABIT";"208";"100";"150";"100";"";"0";"GENIUS"
"118881";"23786";"CONECTIVIDAD";"TRUST HALYX MINI HUB USB 4 PUERTOS  ALUMINIO";"https://static.nb.com.ar/i/nb_TRUST-HALYX-MINI-HUB-USB-4-PUERTOS--ALUMINIO_export_5916036545178e9eeed255a5afd823d5.png";"10.5%";"10";"12 meses";"U$S";"4.69";"5.18";"1500";"7038";"7776.99";"Indicators:Connection status
USB version: 2.0
 Power source:USB
Number of USB ports:4
USB speed:480 Mbps";"5.18";"7776.99";"";"";"TRUST HALYX MINI HUB USB 4 PUERTOS  ALUMINIO";"208";"100";"150";"100";"";"0";"TRUST"
"118946";"K69237-001";"CONECTIVIDAD";"INTEL COOLER CPU ORIGINAL COBRE LGA1200";"https://static.nb.com.ar/i/nb_INTEL-COOLER-CPU-ORIGINAL-COBRE-LGA1200_export_059384f7902728cc36785967efd96024.jpg";"10.5%";"3";"12 meses";"U$S";"15.82";"17.48";"1500";"23735.1";"26227.29";"Es un kit de fábrica:Sí
Componente compatible:CPU
Tamaño del ventilador:90 mm
Componente compatible:LGA1200
Marca:Intel
Tipo de cooler:Air cooling";"17.48";"26227.29";"";"";"INTEL COOLER CPU ORIGINAL COBRE LGA1200";"208";"100";"150";"100";"";"0";"GENERICO"
"118856";"24028";"CONECTIVIDAD";"TRUST RUZA CABLE HDMI ULTRA ALTA VELOCIDAD 8K 1.8M GXT731";"https://static.nb.com.ar/i/nb_TRUST-RUZA-CABLE-HDMI-ULTRA-ALTA-VELOCIDAD-8K-1.8M-GXT731_export_6b395acbfe396d76a3b11833b2a47135.png";"21.0%";"10";"6 meses";"U$S";"10.13";"12.26";"1500";"15196.2";"18387.4";"Marca:Trust
 Height of main product:180mm
Compatible Device Types :monitor, pc, smarttv, gaming console, laptop";"12.26";"18387.41";"";"";"TRUST RUZA CABLE HDMI ULTRA ALTA VELOCIDAD 8K 1.8M GXT731";"100";"150";"50";"150";"";"0";"ANBYTE"
"113213";"TRAFO 12 1";"CONECTIVIDAD";"TRAFO GENERICO 12V 1A";"https://static.nb.com.ar/i/nb_TRAFO-GENERICO-12V-1A_export_1d782a0e1d4e44add8e1f4f3fcc03acc.jpeg";"21.0%";"10";"-";"U$S";"10.25";"12.4";"1500";"15376.2";"18605.2";"CONDICION:OUTLET";"12.4";"18605.21";"";"";"TRAFO GENERICO 12V 1A";"208";"100";"150";"100";"";"0";"GENERICO"
"117537";"R15";"CONECTIVIDAD";"D-LINK ROUTER R15 SMART WIFI 6 AX1500 4 ANTENAS DUAL BAND - BLANCO";"https://static.nb.com.ar/i/nb_D-LINK-ROUTER-R15-SMART-WIFI-6-AX1500-4-ANTENAS-DUAL-BAND---BLANCO_export_0a22f089ce2670b0efae80a6753c5b42.jpeg";"10.5%";"10";"24 meses";"U$S";"30.12";"33.28";"1500";"45181.8";"49925.89";"Ancho de banda:AX1500
Humedad de funcionamiento:10 % - 90 %
Protocolos de seguridad:WPA,WPA2,WEP,SPI,DMZ,WPS
Cantidad total de puertos:5
Unidades por paquete:1
Versión:V1.20
Voltaje:220V
Cantidad de puertos WAN:1
Ancho:260.2 mm
Velocidad inalámbrica:1501 Mbps
Estándares inalámbricos:IEEE 802.11n,IEEE 802.11ax
Con firewall integrado:Sí
Con botón de reinicio:Sí
Marca:TP-Link
Tipo de conexión:Con cable/Inalámbrica
Profundidad:135 mm
Cantidad de antenas externas:4
Frecuencias:2.4 GHz,5 GHz
Tipo de frecuencia:Banda doble
Funciones:Router,WMM
Altura:38.6 mm
Condición del ítem:Nuevo
Cantidad de puertos LAN:4
Línea:Archer
Modelo:AX10
Temperatura de funcionamiento:0 °C - 40 °C";"33.28";"49925.9";"";"";"D-LINK ROUTER R15 SMART WIFI 6 AX1500 4 ANTENAS DUAL BAND - BLANCO";"400";"270";"210";"180";"";"0";"D-LINK                                            "
"121073";"R03";"CONECTIVIDAD";"D-LINK ROUTER R03 N300 SMART  2 ANTENAS";"https://static.nb.com.ar/i/nb_D-LINK-ROUTER-R03-N300-SMART--2-ANTENAS_export_eb2e702694887019ccd538107e083827.png";"10.5%";"10";"24 meses";"U$S";"10.63";"11.74";"1500";"15940.8";"17614.58";"Tecnología :Wi-Fi 4 (802.11n) con velocidad de 300 Mbps
Cortafuegos :DMZ, SPI, protección anti-spoofing y más
puerto :1 puerto WAN 
seguridad :Wi-Fi WPA, WPA2 y la última WPA3
Antena :ipolo para transmisión de datos y mejora el alcance y el rendimiento.
4 puertos:LAN Fast Ethernet 10/100
Asistente :IA";"11.74";"17614.59";"";"";"D-LINK ROUTER R03 N300 SMART  2 ANTENAS";"208";"100";"150";"100";"";"0";"D-LINK                                            "
"118722";"DAP-3666";"CONECTIVIDAD";"D-LINK ACCESS POINT POE NUCLIAS CONNECT AC1200 WAVE 2 OUTDOOR AC DAP-3666";"https://static.nb.com.ar/i/nb_D-LINK-ACCESS-POINT-POE-NUCLIAS-CONNECT-AC1200-WAVE-2-OUTDOOR-AC-DAP-3666_export_e475760195b59f57ea74540659b4e227.png";"10.5%";"1";"24 meses";"U$S";"47.88";"52.91";"1500";"71820.75";"79361.93";"Mounting:Wall/Pole 
Dimensions:277 x 240 x50 mm 
PoE Mode:802.3af 
24GHz Speed:300Mbps
Maximum Output Power:2.4GHz:26dBm 5GHz:26dBm 
Interface:Two 10/100 /1000 Ethernet ports (One supports PoE) 
MU-MIMO and Tx beamforming:Yes
5GHz Speed:866Mbps";"52.91";"79361.93";"";"";"D-LINK ACCESS POINT POE NUCLIAS CONNECT AC1200 WAVE 2 OUTDOOR AC DAP-3666";"1000";"280";"50";"240";"";"0";"D-LINK                                            "
"118720";"DAP-2610";"CONECTIVIDAD";"D-LINK ACCESS POINT DAP-2610 WIFI 5 AC1300 DUAL-BAND PoE";"https://static.nb.com.ar/i/nb_D-LINK-ACCESS-POINT-DAP-2610-WIFI-5-AC1300-DUAL-BAND-PoE_export_cbd172aa7c4b4409c93fcd1b94213afa.jpeg";"10.5%";"10";"24 meses";"U$S";"103.91";"114.82";"1500";"155860.2";"172225.52";"Device Interfaces:IEEE 802.11a/b/g/n/ac Wave 2 wireless
Antennas:? 2 internal dual-band 3 dBi omni antennas
Operating Frequency:2.4 GHz band: 2.4 to 2.4835 GHz ? 5 GHz band: 5.15 to 5.35 GHz, 5.47 to 5.85 GHz
Maximum Output Power:20 dBm for 2.4GHz ? 20 dBm for 5GHz
Security:WPA-Personal ? WPA-Enterprise ? WPA2-Personal ? WPA2-Enterprise ? WEP 64/128-bit encryption ? SSID b
Data Signal Rate: 2.4GHz ? Up to 400 Mbps ? 5GHz ? Up to 867 Mbps";"114.82";"172225.52";"";"";" 	 D-LINK ACCESS POINT DAP-2610 WIFI 5 AC1300 DUAL-BAND PoE";"400";"200";"50";"200";"";"0";"D-LINK                                            "
"118727";"DWA-582";"CONECTIVIDAD";"D-LINK PLACA DE RED PCI-E  DWA-582 WIFI 5 AC1200 DUAL BAND CON 2 ANTENAS";"https://static.nb.com.ar/i/nb_D-LINK-PLACA-DE-RED-PCI-E--DWA-582-WIFI-5-AC1200-DUAL-BAND-CON-2-ANTENAS_export_7006f9fe8bc1ca15d2056e796b63db58.jpg";"10.5%";"10";"24 meses";"U$S";"18.11";"20.01";"1500";"27167.4";"30019.98";"Marca:D-Link
Tecnología de conectividad:WLAN
Tasa de transferencia de datos:1200 MB/s
Código universal de producto:0790069410567
Condición del ítem:Nuevo
Modelo:DWA582
Interfaz:PCI express
SKU:DWA-582/LA";"20.01";"30019.98";"";"";"D-LINK PLACA DE RED PCI-E  DWA-582 WIFI 5 AC1200 DUAL BAND CON 2 ANTENAS";"300";"210";"50";"140";"";"0";"D-LINK                                            "
"118729";"DAP-2720";"CONECTIVIDAD";"D-LINK ACCESS POINT DAP-2720  WIFI 5 AC2200 TRI-BAND POE";"https://static.nb.com.ar/i/nb_D-LINK-ACCESS-POINT-DAP-2720--WIFI-5-AC2200-TRI-BAND-POE_export_8e1bed4a8a95ff8865344c6ee4870f15.png";"10.5%";"10";"12 meses";"U$S";"128.49";"141.98";"1500";"192731.4";"212968.2";"Standards:? IEEE 802.11a/b/g/n/ac¹ ? IEEE 802.3/u/ab/x/az ? IEEE 802.3az Energy-Efficient Ethernet (EEE) ? IEE
Maximum Output Power:? 2.4 GHz band: 26 dBm ? 5 GHz band: 24 dBm
Operating Frequency²:? 2.4 GHz band: 2.4 to 2.4835 GHz ? 5 GHz band: 5.15 to 5.35 GHz, 5.47 to 5.825 GHz
Antennas:6 x Internal Antennas ? 2 x 3 dBi at 2.4 GHz ? 2 x 3 dBi at 5-1 GHz ? 2 x 3 dBi at 5-2 GHz
Device Interfaces:? 1 x IEEE 802.11a/b/g/n/ac Wave 2 wireless¹ ? Factory Reset Button ? 1 x 10/100/1000 Mbps Gigabit L
Data Signal Rate:? 2.4 GHz band: Up to 400 Mbps¹ ? 5 GHz band: Up to 866 Mbps¹ per band
Antennas:? Three 4 dBi for 2.4 GHz ? Three 6 dBi for 5 GHz";"141.98";"212968.2";"";"";"D-LINK ACCESS POINT DAP-2720  WIFI 5 AC2200 TRI-BAND POE";"500";"220";"100";"220";"";"0";"D-LINK                                            "
"118884";"24948";"CONECTIVIDAD";"TRUST HALYX HUB USB-C A PUERTOS USB-A 3.2 GEN1 ALUMINIO";"https://static.nb.com.ar/i/nb_TRUST-HALYX-HUB-USB-C-A-PUERTOS-USB-A-3.2-GEN1-ALUMINIO_export_f0db3f9427dacfb93cef530e528ac2ef.png";"10.5%";"10";"12 meses";"U$S";"13.57";"14.99";"1500";"20349.6";"22486.31";"Marca:Trust
Versiones de USB compatibles:3.2
Modelo:HALYX
Ports:4 x USB 3.2 Port
Cantidad de puertos:4";"14.99";"22486.31";"";"";"TRUST HALYX HUB USB-C A PUERTOS USB-A 3.2 GEN1 ALUMINIO";"100";"110";"30";"40";"";"0";"TRUST"
"6615";"DEM-410CX";"CONECTIVIDAD";"D-LINK ONE PORTE 1000 BASE DEM-410CX";"https://static.nb.com.ar/i/nb_D-LINK-ONE-PORTE-1000-BASE-DEM-410CX_export_635fee8a68a6bde4929d86bea9e2d5b7.jpg";"21.0%";"4";"24 meses";"U$S";"19.46";"23.55";"1500";"29195.22";"35326.22";"Marca:D-Link
Tecnología de conectividad:WLAN
Tasa de transferencia de datos:1000 MB/s
EAN:0020066202361
Código universal de producto:0020066202361
Modelo:DEM-410CX
Interfaz:PCI";"23.55";"35326.22";"";"";"D-LINK ONE PORTE 1000 BASE DEM-410CX";"300";"70";"50";"170";"";"0";"D-LINK                                            "
"2526";"-";"CONECTIVIDAD";"LINKSYS PLACA RED PCMCIA WPC54G";"https://static.nb.com.ar/i/nb_LINKSYS-PLACA-RED-PCMCIA-WPC54G_export_5b11ce82f10eb4f9becb70c40a45df16.jpg";"10.5%";"9";"24 meses";"U$S";"69.79";"77.11";"1500";"104680.86";"115672.35";"Brand:LINKSYS
Model:WPC54GS
Type:802.11b/g PCMCIA Wireless Adapter
Standards:IEEE802.11b/g
Max Data Rates:54Mbps
LEDs:Power, Link
Humidity:5-95%, Non-Condensing
Temperature:0ºC to 55ºC
Security:WEP key bits: 64 Bit and 128 Bit WEP, AES, TKIP, 802.1x
Interface:PCMCIA
Frequency Band:2.4 GHz
Transmitted Power:18dBm
Modulation:CCK, DQPSK, DBPSK, OFDM";"77.11";"115672.35";"";"";"LINKSYS PLACA RED PCMCIA WPC54G";"208";"100";"150";"100";"";"0";"LINKSYS                                           "
"121099";"DGS-1210-28P";"CONECTIVIDAD";"D-LINK SWITCH DGS-1210-28P 24 10/100/1000BASE-T POE 4 100/1000";"https://static.nb.com.ar/i/nb_D-LINK-SWITCH-DGS-1210-28P-24-10/100/1000BASE-T-POE-4-100/1000_export_27f858b62a794f62778f1c24f60b25da.png";"10.5%";"10";"24 meses";"U$S";"276.05";"305.03";"1500";"414072";"457549.56";"Switch:28-Port Gigabit Smart Managed PoE 
Modelo:D-LINK DGS-1210-28P
Marca:D-Link";"305.03";"457549.56";"";"";"D-LINK SWITCH DGS-1210-28P 24 10/100/1000BASE-T POE 4 100/1000";"208";"100";"150";"100";"";"0";"D-LINK                                            "
"121097";"DGS-1024D";"CONECTIVIDAD";"D-LINK SWITCH DGS-1024D 24-PORT 10/1001000MBPS UNMANAGED";"https://static.nb.com.ar/i/nb_D-LINK-SWITCH-DGS-1024D-24-PORT-10/1001000MBPS-UNMANAGED_export_004a9455832aee68dd271a55a87d233f.png";"10.5%";"10";"24 meses";"U$S";"54.41";"60.12";"1500";"81615.6";"90185.24";"Marca:D-Link
Switch :24 puertos 10/100/1000Mbps No Gestionable
Modelo:D-LINK DGS-1024D";"60.12";"90185.24";"";"";"D-LINK SWITCH DGS-1024D 24-PORT 10/1001000MBPS UNMANAGED";"208";"100";"150";"100";"";"0";"D-LINK                                            "
"121096";"DCS-6501LH";"CONECTIVIDAD";"D-LINK CAMARA VIGILANCIA DCS-6501LH 2K WI-FI";"https://static.nb.com.ar/i/nb_D-LINK-CAMARA-VIGILANCIA-DCS-6501LH-2K-WI-FI_export_20e224e671feda90d0c90df4d03aec03.png";"21.0%";"10";"24 meses";"U$S";"14.72";"17.82";"1500";"22085.1";"26722.97";"Modelo:DCS-6501LH
Resolución :2K
Cifrado WiFi:WPA3
Control de voz:compatible con Alexa y Google Assistant";"17.82";"26722.97";"";"";"D-LINK CAMARA VIGILANCIA DCS-6501LH 2K WI-FI";"208";"100";"150";"100";"";"0";"D-LINK                                            "
"121100";"M30";"CONECTIVIDAD";"D-LINK MESH ROUTER M30 AX3000 WI-FI 6 SMART";"https://static.nb.com.ar/i/nb_D-LINK-MESH-ROUTER-M30-AX3000-WI-FI-6-SMART_export_06516cfbc7bfe150c40b5ab379e804b0.png";"10.5%";"10";"24 meses";"U$S";"43.56";"48.13";"1500";"65334.6";"72194.73";"Modelo:M30 AX3000 
Wi-Fi:Wi-Fi 6 AX3000 de doble banda
Marca:D-Link
Voice Assistant:Amazon Alexa Google Assistant
Conectividad ultrarrápida:velocidades de hasta 3 Gbps con una antena adicional en la banda más rápida de 5 GHz";"48.13";"72194.73";"";"";"D-LINK MESH ROUTER M30 AX3000 WI-FI 6 SMART ";"208";"100";"150";"100";"";"0";"D-LINK                                            "
"121091";"AC13U";"CONECTIVIDAD";"D-LINK USB WIFI AC1300 WI-FI 5 ADAPTER";"https://static.nb.com.ar/i/nb_D-LINK-USB-WIFI-AC1300-WI-FI-5-ADAPTER_export_d2c75f950d334f3f2f954f39c7829636.png";"10.5%";"10";"24 meses";"U$S";"12.66";"13.99";"1500";"18986.4";"20979.97";"Marca:D-Link
banda:2,4 GHz y 5 GHz 
Modelo:AC1300
Seguridad :WPA3";"13.99";"20979.98";"";"";"D-LINK USB WIFI AC1300 WI-FI 5 ADAPTER";"208";"100";"150";"100";"";"0";"D-LINK                                            "
"121095";"DUB-E130";"CONECTIVIDAD";"D-LINK ADAPTADOR USB-C A ETHERNET DUB-130 USB-C TO GIGABIT";"https://static.nb.com.ar/i/nb_D-LINK-ADAPTADOR-USB-C-A-ETHERNET-DUB-130-USB-C-TO-GIGABIT_export_1892776b70efffe32b8180778d53324b.png";"10.5%";"10";"24 meses";"U$S";"14";"15.47";"1500";"20995.2";"23199.7";"Número de puertos USB:1 puerto
Marca:D-Link
Modelo:DUB-130
Puerto :USB-C a Gigabit Ethernet";"15.47";"23199.69";"";"";"D-LINK ADAPTADOR USB-C A ETHERNET DUB-130 USB-C TO GIGABIT ";"208";"100";"150";"100";"";"0";"D-LINK                                            "
